RA,Fase,Turma,Nome,Ano nasc,Idade 22,Genero,Ano ingresso,Instituição de ensino,Pedra 20,Pedra 21,Pedra,INDE,Cg,Cf,Ct,Nº Av,Avaliador1,Rec Av1,Avaliador2,Rec Av2,Avaliador3,Rec Av3,Avaliador4,Rec Av4,IAA,IEG,IPS,Rec Psicologia,IDA,Matem,Portug,Inglês,Indicado,IPV,IAN,Fase ideal,Defas,Destaque IEG,Destaque IDA,Destaque IPV,ANO,Atingiu_PV
RA-201,3,B,Aluno-201,2007,15,Menina,2021,Escola Pública,,Ágata,AMETISTA,7.078,"462,000",58,7,4,Avaliador-6,Promovido de Fase,Avaliador-27,Promovido de Fase,Avaliador-30,Promovido de Fase,Avaliador-31,Promovido de Fase,7.9,7.3,7.5,Não atendido,6.5,"6,0","7,2","6,3",Não,7.542,5.0,Fase 5 (1º EM),-2,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,2022,0
RA-202,3,B,Aluno-202,2008,14,Menina,2017,Escola Pública,Ametista,Ametista,QUARTZO,5.201,"810,000",123,13,4,Avaliador-6,Promovido de Fase + Bolsa,Avaliador-27,Promovido de Fase,Avaliador-30,Promovido de Fase,Avaliador-31,Mantido na Fase atual,0.0,5.2,4.4,Requer avaliação,5.4,"6,3","5,8","4,2",Sim,6.917,5.0,Fase 4 (9º ano),-1,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022,0
RA-203,3,B,Aluno-203,2008,14,Menina,2021,Escola Pública,,Ametista,QUARTZO,5.669,"766,000",113,10,4,Avaliador-6,Promovido de Fase,Avaliador-27,Promovido de Fase,Avaliador-30,Promovido de Fase,Avaliador-31,Promovido de Fase,8.8,4.3,7.5,Não atendido,2.8,"2,3","3,5","2,5",Não,6.875,5.0,Fase 4 (9º ano),-1,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022,0
RA-204,3,B,Aluno-204,2009,13,Menina,2019,Escola Pública,Ametista,Ametista,AGATA,6.943,"509,000",64,8,4,Avaliador-6,Mantido na Fase atual,Avaliador-27,Mantido na Fase atual,Avaliador-30,Promovido de Fase,Avaliador-31,Promovido de Fase,7.9,6.7,4.4,Requer avaliação,7.4,"5,3","8,5","8,5",Não,5.708,10.0,Fase 3 (7º e 8º ano),0,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022,0
RA-205,3,B,Aluno-205,2008,14,Menino,2020,Escola Pública,Ametista,Ametista,QUARTZO,5.372,"797,000",120,12,4,Avaliador-6,Promovido de Fase,Avaliador-27,Promovido de Fase,Avaliador-30,Promovido de Fase,Avaliador-31,Alocado em Fase anterior,9.6,3.8,7.5,Não atendido,4.1,"5,7","1,7","5,0",Não,4.833,5.0,Fase 4 (9º ano),-1,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022,0
RA-206,3,B,Aluno-206,2010,12,Menina,2022,Escola Pública,,,AMETISTA,7.101,"455,000",56,6,4,Avaliador-6,Mantido na Fase atual,Avaliador-27,Mantido na Fase atual,Avaliador-30,Mantido na Fase atual,Avaliador-31,Mantido na Fase atual,8.3,8.8,7.5,Não atendido,5.0,"4,0","6,0",,Não,5.167,10.0,Fase 3 (7º e 8º ano),0,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022,0
RA-207,3,C,Aluno-207,2006,16,Menino,2021,Escola Pública,,Ágata,QUARTZO,4.936,"827,000",129,5,4,Avaliador-6,Promovido de Fase,Avaliador-27,Mantido na Fase atual,Avaliador-30,Promovido de Fase,Avaliador-31,Mantido na Fase atual,0.0,4.8,7.5,Não atendido,5.8,"5,3","4,0","8,0",Não,5.708,2.5,Fase 6 (2º EM),-3,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022,0
RA-208,3,C,Aluno-208,2008,14,Menino,2018,Escola Pública,Ametista,Ágata,AGATA,6.667,"599,000",78,4,4,Avaliador-6,Promovido de Fase,Avaliador-27,Promovido de Fase,Avaliador-30,Promovido de Fase,Avaliador-31,Mantido na Fase atual,7.5,7.1,7.5,Não atendido,6.1,"5,0","7,5","5,8",Não,6.417,5.0,Fase 4 (9º ano),-1,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022,0
RA-209,3,C,Aluno-209,2008,14,Menino,2019,Escola Pública,Quartzo,Quartzo,QUARTZO,4.499,"843,000",140,7,4,Avaliador-6,Promovido de Fase,Avaliador-27,Mantido na Fase atual,Avaliador-30,Promovido de Fase,Avaliador-31,Alocado em Fase anterior,0.0,4.8,5.6,Requer avaliação,6.0,"5,0","5,2","7,8",Não,3.75,5.0,Fase 4 (9º ano),-1,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022,0
RA-210,3,C,Aluno-210,2008,14,Menino,2022,Escola Pública,,,QUARTZO,4.44,"844,000",141,8,4,Avaliador-6,Mantido na Fase atual,Avaliador-27,Mantido na Fase atual,Avaliador-30,Promovido de Fase,Avaliador-31,Alocado em Fase anterior,0.0,5.1,7.5,Não atendido,3.4,"2,7","5,3","2,3",Não,4.417,5.0,Fase 4 (9º ano),-1,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022,0
RA-211,3,C,Aluno-211,2009,13,Menino,2021,Escola Pública,,Topázio,TOPAZIO,8.465,"39,000",10,1,4,Avaliador-6,Promovido de Fase + Bolsa,Avaliador-27,Promovido de Fase + Bolsa,Avaliador-30,Promovido de Fase,Avaliador-31,Promovido de Fase + Bolsa,9.2,8.8,7.5,Não atendido,7.6,"6,7","7,5","8,5",Sim,8.458,10.0,Fase 3 (7º e 8º ano),0,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,2022,1
RA-212,3,C,Aluno-212,2008,14,Menino,2022,Escola Pública,,,AMETISTA,7.268,"407,000",49,2,4,Avaliador-6,Promovido de Fase,Avaliador-27,Mantido na Fase atual,Avaliador-30,Promovido de Fase,Avaliador-31,Mantido na Fase atual,9.6,8.4,7.5,Não atendido,6.2,"4,8","5,8","7,8",Não,6.958,5.0,Fase 4 (9º ano),-1,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022,0
RA-213,3,C,Aluno-213,2009,13,Menino,2022,Escola Pública,,,AMETISTA,7.209,"425,000",51,3,4,Avaliador-6,Mantido na Fase atual,Avaliador-27,Mantido na Fase atual,Avaliador-30,Mantido na Fase atual,Avaliador-31,Mantido na Fase atual,9.6,8.7,7.5,Não atendido,3.5,"5,0","2,0",,Não,6.833,10.0,Fase 3 (7º e 8º ano),0,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022,0
RA-214,3,C,Aluno-214,2007,15,Menino,2022,Escola Pública,,,QUARTZO,4.87,"832,000",133,6,4,Avaliador-6,Promovido de Fase,Avaliador-27,Mantido na Fase atual,Avaliador-30,Mantido na Fase atual,Avaliador-31,Alocado em Fase anterior,0.0,6.1,7.5,Não atendido,4.3,"5,0","3,5",,Não,5.125,5.0,Fase 5 (1º EM),-2,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022,0
RA-215,3,D,Aluno-215,2009,13,Menina,2021,Escola Pública,,Ágata,AMETISTA,7.172,"442,000",53,3,4,Avaliador-6,Promovido de Fase,Avaliador-27,Mantido na Fase atual,Avaliador-30,Promovido de Fase,Avaliador-31,Promovido de Fase,6.7,5.8,7.5,Não atendido,7.8,"5,7","7,7","10,0",Não,6.542,10.0,Fase 3 (7º e 8º ano),0,Melhorar: Melhorar a sua entrega de lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022,0
RA-216,3,D,Aluno-216,2009,13,Menina,2018,Escola Pública,Ametista,Ágata,AMETISTA,7.502,"310,000",35,1,4,Avaliador-6,Promovido de Fase,Avaliador-27,Mantido na Fase atual,Avaliador-30,Promovido de Fase,Avaliador-31,Promovido de Fase,7.9,8.5,7.5,Não atendido,7.0,"5,3","6,5","9,2",Não,5.583,10.0,Fase 3 (7º e 8º ano),0,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022,0
RA-217,3,D,Aluno-217,2007,15,Menina,2021,Escola Pública,,Ametista,AMETISTA,7.397,"363,000",42,2,4,Avaliador-6,Promovido de Fase,Avaliador-27,Mantido na Fase atual,Avaliador-30,Promovido de Fase,Avaliador-31,Promovido de Fase + Bolsa,7.9,8.5,7.5,Não atendido,7.1,"6,3","7,2","7,7",Sim,7.292,5.0,Fase 5 (1º EM),-2,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022,0
RA-218,3,D,Aluno-218,2008,14,Menina,2022,Escola Pública,,,AGATA,6.1,"709,000",99,6,4,Avaliador-6,Promovido de Fase,Avaliador-27,Mantido na Fase atual,Avaliador-30,Promovido de Fase,Avaliador-31,Mantido na Fase atual,6.3,7.3,7.5,Não atendido,4.0,"5,0","7,0","0,0",Não,6.125,5.0,Fase 4 (9º ano),-1,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022,0
RA-219,3,D,Aluno-219,2006,16,Menino,2019,Escola Pública,Ametista,Ágata,QUARTZO,5.942,"733,000",105,7,4,Avaliador-6,Promovido de Fase,Avaliador-27,Mantido na Fase atual,Avaliador-30,Promovido de Fase,Avaliador-31,Mantido na Fase atual,8.8,6.9,7.5,Não atendido,3.5,"4,0","4,8","1,7",Não,6.375,2.5,Fase 6 (2º EM),-3,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022,0
RA-220,3,D,Aluno-220,2009,13,Menina,2022,Escola Pública,,,AGATA,7.028,"479,000",60,4,4,Avaliador-6,Promovido de Fase + Bolsa,Avaliador-27,Mantido na Fase atual,Avaliador-30,Mantido na Fase atual,Avaliador-31,Mantido na Fase atual,0.0,8.1,7.5,Não atendido,6.5,"6,8","6,8","5,8",Sim,7.833,10.0,Fase 3 (7º e 8º ano),0,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,2022,0
RA-221,3,D,Aluno-221,2008,14,Menino,2022,Escola Pública,,,AGATA,6.892,"528,000",68,5,4,Avaliador-6,Mantido na Fase atual,Avaliador-27,Mantido na Fase atual,Avaliador-30,Mantido na Fase atual,Avaliador-31,Mantido na Fase atual,9.6,8.5,7.5,Não atendido,5.2,"7,0","3,5","5,0",Não,6.0,5.0,Fase 4 (9º ano),-1,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022,0
RA-222,3,D,Aluno-222,2007,15,Menina,2019,Escola Pública,Ágata,Ametista,QUARTZO,5.604,"774,000",115,8,4,Avaliador-6,Promovido de Fase,Avaliador-27,Mantido na Fase atual,Avaliador-30,Promovido de Fase,Avaliador-31,Alocado em Fase anterior,7.1,4.6,7.5,Não atendido,6.2,"5,0","7,5","6,0",Não,4.917,5.0,Fase 5 (1º EM),-2,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022,0
RA-223,3,E,Aluno-223,2009,13,Menina,2022,Escola Pública,,,QUARTZO,4.966,"823,000",128,12,4,Avaliador-6,Promovido de Fase,Avaliador-27,Mantido na Fase atual,Avaliador-30,Mantido na Fase atual,Avaliador-31,Alocado em Fase anterior,0.0,4.6,7.5,Não atendido,3.1,"4,3","4,7","0,2",Não,5.583,10.0,Fase 3 (7º e 8º ano),0,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022,0
RA-224,3,E,Aluno-224,2009,13,Menino,2021,Escola Pública,,Ágata,QUARTZO,5.671,"765,000",112,11,4,Avaliador-6,Promovido de Fase,Avaliador-27,Mantido na Fase atual,Avaliador-30,Promovido de Fase,Avaliador-31,Alocado em Fase anterior,9.6,4.3,7.5,Não atendido,2.6,"5,0","2,7","0,0",Não,4.875,10.0,Fase 3 (7º e 8º ano),0,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022,0
RA-225,3,E,Aluno-225,2008,14,Menino,2022,Escola Pública,,,QUARTZO,5.918,"736,000",107,10,4,Avaliador-6,Mantido na Fase atual,Avaliador-27,Mantido na Fase atual,Avaliador-30,Mantido na Fase atual,Avaliador-31,Alocado em Fase anterior,8.3,5.3,7.5,Não atendido,5.0,"3,0","7,0",,Não,5.708,5.0,Fase 4 (9º ano),-1,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022,0
RA-226,3,E,Aluno-226,2008,14,Menina,2022,Escola Pública,,,AGATA,6.549,"638,000",82,4,4,Avaliador-6,Promovido de Fase,Avaliador-27,Mantido na Fase atual,Avaliador-30,Mantido na Fase atual,Avaliador-31,Mantido na Fase atual,7.5,6.1,7.5,Não atendido,6.8,"7,0","6,5",,Não,6.208,5.0,Fase 4 (9º ano),-1,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022,0
RA-227,3,E,Aluno-227,2010,12,Menino,2022,Escola Pública,,,AGATA,6.471,"647,000",84,5,4,Avaliador-6,Promovido de Fase,Avaliador-27,Mantido na Fase atual,Avaliador-30,Mantido na Fase atual,Avaliador-31,Mantido na Fase atual,9.2,6.4,7.5,Não atendido,3.3,"4,7","4,3","1,0",Não,5.833,10.0,Fase 3 (7º e 8º ano),0,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022,0
RA-228,3,E,Aluno-228,2007,15,Menina,2017,Escola Pública,Ágata,Quartzo,AGATA,6.196,"700,000",95,7,4,Avaliador-6,Promovido de Fase,Avaliador-27,Mantido na Fase atual,Avaliador-30,Mantido na Fase atual,Avaliador-31,Mantido na Fase atual,7.5,6.7,7.5,Não atendido,4.8,"3,0","6,0","5,3",Não,6.417,5.0,Fase 5 (1º EM),-2,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022,0
RA-229,3,E,Aluno-229,2010,12,Menino,2022,Escola Pública,,,TOPAZIO,8.62,"27,000",7,1,4,Avaliador-6,Promovido de Fase + Bolsa,Avaliador-27,Promovido de Fase + Bolsa,Avaliador-30,Promovido de Fase + Bolsa,Avaliador-31,Mantido na Fase atual,10.0,9.4,7.5,Não atendido,6.9,"7,0","6,7","7,2",Sim,8.5,10.0,Fase 3 (7º e 8º ano),0,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,2022,1
RA-230,3,E,Aluno-230,2008,14,Menino,2022,Escola Pública,,,AGATA,6.328,"676,000",92,6,4,Avaliador-6,Promovido de Fase,Avaliador-27,Mantido na Fase atual,Avaliador-30,Mantido na Fase atual,Avaliador-31,Mantido na Fase + Bolsa,7.9,5.1,7.5,Não atendido,5.7,"3,7","4,3","9,0",Sim,6.75,5.0,Fase 4 (9º ano),-1,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022,0
RA-231,3,E,Aluno-231,2008,14,Menino,2022,Escola Pública,,,AGATA,6.116,"705,000",97,8,4,Avaliador-6,Mantido na Fase atual,Avaliador-27,Mantido na Fase atual,Avaliador-30,Mantido na Fase atual,Avaliador-31,Mantido na Fase atual,8.8,7.4,7.5,Não atendido,3.8,"3,0","4,5",,Não,5.333,5.0,Fase 4 (9º ano),-1,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022,0
RA-232,3,E,Aluno-232,2010,12,Menino,2022,Escola Pública,,,QUARTZO,4.245,"852,000",145,13,4,Avaliador-6,Mantido na Fase atual,Avaliador-27,Mantido na Fase atual,Avaliador-30,Mantido na Fase atual,Avaliador-31,Alocado em Fase anterior,0.0,4.9,7.5,Não atendido,0.0,"0,0","0,0",,Não,4.542,10.0,Fase 3 (7º e 8º ano),0,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022,0
RA-233,3,E,Aluno-233,2008,14,Menino,2022,Escola Pública,,,AGATA,6.051,"718,000",101,9,4,Avaliador-6,Mantido na Fase atual,Avaliador-27,Mantido na Fase atual,Avaliador-30,Mantido na Fase atual,Avaliador-31,Mantido na Fase atual,7.9,7.4,7.5,Não atendido,3.8,"3,0","4,5",,Não,5.5,5.0,Fase 4 (9º ano),-1,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022,0
RA-234,3,E,Aluno-234,2009,13,Menino,2022,Escola Pública,,,AGATA,6.719,"583,000",75,3,4,Avaliador-6,Mantido na Fase atual,Avaliador-27,Mantido na Fase atual,Avaliador-30,Mantido na Fase atual,Avaliador-31,Mantido na Fase atual,10.0,7.6,5.6,Sem limitações,4.3,"3,7","6,3","2,8",Não,5.583,10.0,Fase 3 (7º e 8º ano),0,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022,0
RA-235,3,E,Aluno-235,2008,14,Menina,2022,Escola Pública,,,AGATA,6.79,"559,000",73,2,4,Avaliador-6,Promovido de Fase,Avaliador-27,Mantido na Fase atual,Avaliador-30,Mantido na Fase atual,Avaliador-31,Mantido na Fase atual,8.3,7.3,7.5,Não atendido,6.3,"7,0","5,5",,Não,6.417,5.0,Fase 4 (9º ano),-1,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022,0
RA-236,3,F,Aluno-236,2010,12,Menina,2022,Escola Pública,,,AMETISTA,7.11,"452,000",55,9,4,Avaliador-6,Mantido na Fase atual,Avaliador-27,Mantido na Fase atual,Avaliador-30,Mantido na Fase atual,Avaliador-31,Promovido de Fase,9.6,7.5,7.5,Não atendido,3.7,"4,0","4,0","3,0",Não,7.208,10.0,Fase 3 (7º e 8º ano),0,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022,0
RA-237,3,F,Aluno-237,2008,14,Menina,2022,Escola Pública,,,TOPAZIO,8.084,"121,000",19,6,4,Avaliador-6,Promovido de Fase + Bolsa,Avaliador-27,Promovido de Fase + Bolsa,Avaliador-30,Promovido de Fase + Bolsa,Avaliador-31,Promovido de Fase,10.0,9.0,7.5,Não atendido,7.8,"6,8","7,7","8,8",Sim,8.417,5.0,Fase 4 (9º ano),-1,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,2022,1
RA-238,3,F,Aluno-238,2008,14,Menina,2021,Escola Pública,,Ágata,AGATA,6.331,"674,000",91,12,4,Avaliador-6,Promovido de Fase,Avaliador-27,Mantido na Fase atual,Avaliador-30,Promovido de Fase,Avaliador-31,Promovido de Fase,8.8,6.4,5.0,Requer avaliação,5.1,"4,3","6,5","4,5",Não,7.208,5.0,Fase 4 (9º ano),-1,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022,0
RA-239,3,F,Aluno-239,2007,15,Menina,2021,Escola Pública,,Quartzo,QUARTZO,4.572,"840,000",138,13,4,Avaliador-6,Mantido na Fase atual,Avaliador-27,Mantido na Fase atual,Avaliador-30,Promovido de Fase,Avaliador-31,Mantido na Fase atual,0.0,3.7,7.5,Não atendido,3.7,"2,0","4,7","4,5",Não,5.958,5.0,Fase 5 (1º EM),-2,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022,0
RA-240,3,F,Aluno-240,2009,13,Menina,2017,Rede Decisão,Ametista,Ametista,AGATA,6.943,"510,000",65,11,4,Avaliador-6,Promovido de Fase + Bolsa,Avaliador-27,Mantido na Fase atual,Avaliador-30,Promovido de Fase,Avaliador-31,Mantido na Fase atual,7.1,8.1,5.0,Requer avaliação,4.7,"6,3","5,0","2,8",Não,7.042,10.0,Fase 3 (7º e 8º ano),0,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022,0
RA-241,3,F,Aluno-241,2008,14,Menino,2016,Rede Decisão,Ametista,Topázio,TOPAZIO,8.468,"38,000",9,5,4,Avaliador-6,Promovido de Fase + Bolsa,Avaliador-27,Mantido na Fase atual,Avaliador-30,Promovido de Fase,Avaliador-31,Promovido de Fase + Bolsa,10.0,10.0,7.5,Não atendido,7.7,"8,2","7,5","7,3",Não,9.125,5.0,Fase 4 (9º ano),-1,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,2022,1
RA-242,3,F,Aluno-242,2009,13,Menino,2018,Rede Decisão,Ametista,Ametista,TOPAZIO,8.673,"19,000",3,1,4,Avaliador-6,Promovido de Fase + Bolsa,Avaliador-27,Mantido na Fase atual,Avaliador-30,Promovido de Fase,Avaliador-31,Promovido de Fase,9.6,9.7,5.6,Requer avaliação,8.2,"8,7","7,2","8,7",Não,8.708,10.0,Fase 3 (7º e 8º ano),0,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,2022,1
RA-243,3,F,Aluno-243,2007,15,Menina,2022,Escola Pública,,,AGATA,6.982,"493,000",63,10,4,Avaliador-6,Promovido de Fase,Avaliador-27,Mantido na Fase atual,Avaliador-30,Promovido de Fase,Avaliador-31,Promovido de Fase,7.1,8.7,5.0,Requer avaliação,6.0,"5,0","5,3","7,7",Não,7.875,5.0,Fase 5 (1º EM),-2,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,2022,0
RA-244,3,F,Aluno-244,2010,12,Menina,2018,Rede Decisão,Topázio,Topázio,TOPAZIO,8.51,"34,000",8,4,4,Avaliador-6,Promovido de Fase + Bolsa,Avaliador-27,Mantido na Fase atual,Avaliador-30,Promovido de Fase,Avaliador-31,Promovido de Fase + Bolsa,7.5,9.4,6.3,Requer avaliação,7.8,"6,7","8,0","8,7",Não,9.208,10.0,Fase 3 (7º e 8º ano),0,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,2022,1
RA-245,3,F,Aluno-245,2008,14,Menino,2016,Rede Decisão,Ametista,Topázio,TOPAZIO,8.656,"20,000",4,2,4,Avaliador-6,Promovido de Fase + Bolsa,Avaliador-27,Mantido na Fase atual,Avaliador-30,Promovido de Fase,Avaliador-31,Promovido de Fase + Bolsa,10.0,9.9,7.5,Não atendido,8.4,"8,3","8,2","8,8",Não,9.25,5.0,Fase 4 (9º ano),-1,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,2022,1
